,latin_name,english_name,edibility,filename,mushroomworld_url,image_url
1,"Rickenella swartzii
        

",N/A,Inedible,Rickenellaswartzii2.JPG,http://www.mushroom.world/show?n=Rickenella-swartzii,http://www.mushroom.world/data/fungi/Rickenellaswartzii2.JPG
2,"Rickenella swartzii
        

",N/A,Inedible,Rickenellaswartzii3.JPG,http://www.mushroom.world/show?n=Rickenella-swartzii,http://www.mushroom.world/data/fungi/Rickenellaswartzii3.JPG
3,"Rickenella swartzii
        

",N/A,Inedible,Rickenellaswartzii4.JPG,http://www.mushroom.world/show?n=Rickenella-swartzii,http://www.mushroom.world/data/fungi/Rickenellaswartzii4.JPG
0,"Russula acrifolia
        

",N/A,Inedible,Russulaacrifolia1.JPG,http://www.mushroom.world/show?n=Russula-acrifolia,http://www.mushroom.world/data/fungi/Russulaacrifolia1.JPG
1,"Russula acrifolia
        

",N/A,Inedible,Russulaacrifolia2.JPG,http://www.mushroom.world/show?n=Russula-acrifolia,http://www.mushroom.world/data/fungi/Russulaacrifolia2.JPG
0,Russula aeruginea,Green Brittlegill,Edible,Russulaaeruginea1.JPG,http://www.mushroom.world/show?n=Russula-aeruginea,http://www.mushroom.world/data/fungi/Russulaaeruginea1.JPG
1,Russula aeruginea,Green Brittlegill,Edible,Russulaaeruginea2.JPG,http://www.mushroom.world/show?n=Russula-aeruginea,http://www.mushroom.world/data/fungi/Russulaaeruginea2.JPG
2,Russula aeruginea,Green Brittlegill,Edible,Russulaaeruginea3.JPG,http://www.mushroom.world/show?n=Russula-aeruginea,http://www.mushroom.world/data/fungi/Russulaaeruginea3.JPG
3,Russula aeruginea,Green Brittlegill,Edible,Russulaaeruginea4.JPG,http://www.mushroom.world/show?n=Russula-aeruginea,http://www.mushroom.world/data/fungi/Russulaaeruginea4.JPG
0,Russula claroflava,Yellow Swamp Brittlegill,Edible,Russulaclaroflava1.JPG,http://www.mushroom.world/show?n=Russula-claroflava,http://www.mushroom.world/data/fungi/Russulaclaroflava1.JPG
1,Russula claroflava,Yellow Swamp Brittlegill,Edible,Russulaclaroflava2.JPG,http://www.mushroom.world/show?n=Russula-claroflava,http://www.mushroom.world/data/fungi/Russulaclaroflava2.JPG
2,Russula claroflava,Yellow Swamp Brittlegill,Edible,Russulaclaroflava3.JPG,http://www.mushroom.world/show?n=Russula-claroflava,http://www.mushroom.world/data/fungi/Russulaclaroflava3.JPG
3,Russula claroflava,Yellow Swamp Brittlegill,Edible,Russulaclaroflava4.JPG,http://www.mushroom.world/show?n=Russula-claroflava,http://www.mushroom.world/data/fungi/Russulaclaroflava4.JPG
4,Russula claroflava,Yellow Swamp Brittlegill,Edible,Russulaclaroflava5.JPG,http://www.mushroom.world/show?n=Russula-claroflava,http://www.mushroom.world/data/fungi/Russulaclaroflava5.JPG
5,Russula claroflava,Yellow Swamp Brittlegill,Edible,Russulaclaroflava6.JPG,http://www.mushroom.world/show?n=Russula-claroflava,http://www.mushroom.world/data/fungi/Russulaclaroflava6.JPG
0,Russula decolorans,Copper Brittlegill,Edible,Russuladecolorans1.JPG,http://www.mushroom.world/show?n=Russula-decolorans,http://www.mushroom.world/data/fungi/Russuladecolorans1.JPG
1,Russula decolorans,Copper Brittlegill,Edible,Russuladecolorans2.JPG,http://www.mushroom.world/show?n=Russula-decolorans,http://www.mushroom.world/data/fungi/Russuladecolorans2.JPG
2,Russula decolorans,Copper Brittlegill,Edible,Russuladecolorans3.JPG,http://www.mushroom.world/show?n=Russula-decolorans,http://www.mushroom.world/data/fungi/Russuladecolorans3.JPG
3,Russula decolorans,Copper Brittlegill,Edible,Russuladecolorans4.JPG,http://www.mushroom.world/show?n=Russula-decolorans,http://www.mushroom.world/data/fungi/Russuladecolorans4.JPG
4,Russula decolorans,Copper Brittlegill,Edible,Russuladecolorans5.JPG,http://www.mushroom.world/show?n=Russula-decolorans,http://www.mushroom.world/data/fungi/Russuladecolorans5.JPG
0,Russula emetica,The Sickener,Poisonous,Russulaemetica1.JPG,http://www.mushroom.world/show?n=Russula-emetica,http://www.mushroom.world/data/fungi/Russulaemetica1.JPG
1,Russula emetica,The Sickener,Poisonous,Russulaemetica2.JPG,http://www.mushroom.world/show?n=Russula-emetica,http://www.mushroom.world/data/fungi/Russulaemetica2.JPG
2,Russula emetica,The Sickener,Poisonous,Russulaemetica3.JPG,http://www.mushroom.world/show?n=Russula-emetica,http://www.mushroom.world/data/fungi/Russulaemetica3.JPG
3,Russula emetica,The Sickener,Poisonous,Russulaemetica4.JPG,http://www.mushroom.world/show?n=Russula-emetica,http://www.mushroom.world/data/fungi/Russulaemetica4.JPG
4,Russula emetica,The Sickener,Poisonous,Russulaemetica5.JPG,http://www.mushroom.world/show?n=Russula-emetica,http://www.mushroom.world/data/fungi/Russulaemetica5.JPG
5,Russula emetica,The Sickener,Poisonous,Russulaemetica6.JPG,http://www.mushroom.world/show?n=Russula-emetica,http://www.mushroom.world/data/fungi/Russulaemetica6.JPG
0,"Russula obscura
        

",N/A,Edible,Russulaobscura1.JPG,http://www.mushroom.world/show?n=Russula-obscura,http://www.mushroom.world/data/fungi/Russulaobscura1.JPG
1,"Russula obscura
        

",N/A,Edible,Russulaobscura2.JPG,http://www.mushroom.world/show?n=Russula-obscura,http://www.mushroom.world/data/fungi/Russulaobscura2.JPG
2,"Russula obscura
        

",N/A,Edible,Russulaobscura3.JPG,http://www.mushroom.world/show?n=Russula-obscura,http://www.mushroom.world/data/fungi/Russulaobscura3.JPG
3,"Russula obscura
        

",N/A,Edible,Russulaobscura4.JPG,http://www.mushroom.world/show?n=Russula-obscura,http://www.mushroom.world/data/fungi/Russulaobscura4.JPG
4,"Russula obscura
        

",N/A,Edible,Russulaobscura5.JPG,http://www.mushroom.world/show?n=Russula-obscura,http://www.mushroom.world/data/fungi/Russulaobscura5.JPG
0,Russula paludosa,Tall Bog Russula,Edible,Russulapaludosa1.JPG,http://www.mushroom.world/show?n=Russula-paludosa,http://www.mushroom.world/data/fungi/Russulapaludosa1.JPG
1,Russula paludosa,Tall Bog Russula,Edible,Russulapaludosa2.JPG,http://www.mushroom.world/show?n=Russula-paludosa,http://www.mushroom.world/data/fungi/Russulapaludosa2.JPG
2,Russula paludosa,Tall Bog Russula,Edible,Russulapaludosa3.JPG,http://www.mushroom.world/show?n=Russula-paludosa,http://www.mushroom.world/data/fungi/Russulapaludosa3.JPG
3,Russula paludosa,Tall Bog Russula,Edible,Russulapaludosa4.JPG,http://www.mushroom.world/show?n=Russula-paludosa,http://www.mushroom.world/data/fungi/Russulapaludosa4.JPG
4,Russula paludosa,Tall Bog Russula,Edible,Russulapaludosa5.JPG,http://www.mushroom.world/show?n=Russula-paludosa,http://www.mushroom.world/data/fungi/Russulapaludosa5.JPG
5,Russula paludosa,Tall Bog Russula,Edible,Russulapaludosa6.JPG,http://www.mushroom.world/show?n=Russula-paludosa,http://www.mushroom.world/data/fungi/Russulapaludosa6.JPG
0,Russula xerampelina,Crab Russula,Edible,Russulaxerampelina1.JPG,http://www.mushroom.world/show?n=Russula-xerampelina,http://www.mushroom.world/data/fungi/Russulaxerampelina1.JPG
1,Russula xerampelina,Crab Russula,Edible,Russulaxerampelina2.jpg,http://www.mushroom.world/show?n=Russula-xerampelina,http://www.mushroom.world/data/fungi/Russulaxerampelina2.jpg
0,Sarcodon squamosus,Scaly Tooth,Edible,Sarcodonsquamosus1.JPG,http://www.mushroom.world/show?n=Sarcodon-squamosus,http://www.mushroom.world/data/fungi/Sarcodonsquamosus1.JPG
1,Sarcodon squamosus,Scaly Tooth,Edible,Sarcodonsquamosus2.JPG,http://www.mushroom.world/show?n=Sarcodon-squamosus,http://www.mushroom.world/data/fungi/Sarcodonsquamosus2.JPG
2,Sarcodon squamosus,Scaly Tooth,Edible,Sarcodonsquamosus3.JPG,http://www.mushroom.world/show?n=Sarcodon-squamosus,http://www.mushroom.world/data/fungi/Sarcodonsquamosus3.JPG
3,Sarcodon squamosus,Scaly Tooth,Edible,Sarcodonsquamosus4.JPG,http://www.mushroom.world/show?n=Sarcodon-squamosus,http://www.mushroom.world/data/fungi/Sarcodonsquamosus4.JPG
4,Sarcodon squamosus,Scaly Tooth,Edible,Sarcodonsquamosus5.JPG,http://www.mushroom.world/show?n=Sarcodon-squamosus,http://www.mushroom.world/data/fungi/Sarcodonsquamosus5.JPG
0,Strobilomyces strobilaceus,Old man of the woods,Inedible,Strobilomycesstrobilaceus1.jpg,http://www.mushroom.world/show?n=Strobilomyces-strobilaceus,http://www.mushroom.world/data/fungi/Strobilomycesstrobilaceus1.jpg
1,Strobilomyces strobilaceus,Old man of the woods,Inedible,Strobilomycesstrobilaceus2.jpg,http://www.mushroom.world/show?n=Strobilomyces-strobilaceus,http://www.mushroom.world/data/fungi/Strobilomycesstrobilaceus2.jpg
2,Strobilomyces strobilaceus,Old man of the woods,Inedible,Strobilomycesstrobilaceus3.JPG,http://www.mushroom.world/show?n=Strobilomyces-strobilaceus,http://www.mushroom.world/data/fungi/Strobilomycesstrobilaceus3.JPG
3,Strobilomyces strobilaceus,Old man of the woods,Inedible,Strobilomycesstrobilaceus4.JPG,http://www.mushroom.world/show?n=Strobilomyces-strobilaceus,http://www.mushroom.world/data/fungi/Strobilomycesstrobilaceus4.JPG
0,Strobilurus esculentus,Spruce Cone Cap,Inedible,Strobilurusesculentus1.JPG,http://www.mushroom.world/show?n=Strobilurus-esculentus,http://www.mushroom.world/data/fungi/Strobilurusesculentus1.JPG
1,Strobilurus esculentus,Spruce Cone Cap,Inedible,Strobilurusesculentus2.JPG,http://www.mushroom.world/show?n=Strobilurus-esculentus,http://www.mushroom.world/data/fungi/Strobilurusesculentus2.JPG
2,Strobilurus esculentus,Spruce Cone Cap,Inedible,Strobilurusesculentus3.JPG,http://www.mushroom.world/show?n=Strobilurus-esculentus,http://www.mushroom.world/data/fungi/Strobilurusesculentus3.JPG
0,Strobilurus stephanocystis,Pine Cone Cap,Inedible,Strobilurusstephanocystis1.JPG,http://www.mushroom.world/show?n=Strobilurus-stephanocystis,http://www.mushroom.world/data/fungi/Strobilurusstephanocystis1.JPG
1,Strobilurus stephanocystis,Pine Cone Cap,Inedible,Strobilurusstephanocystis2.JPG,http://www.mushroom.world/show?n=Strobilurus-stephanocystis,http://www.mushroom.world/data/fungi/Strobilurusstephanocystis2.JPG
2,Strobilurus stephanocystis,Pine Cone Cap,Inedible,Strobilurusstephanocystis3.JPG,http://www.mushroom.world/show?n=Strobilurus-stephanocystis,http://www.mushroom.world/data/fungi/Strobilurusstephanocystis3.JPG
0,Stropharia hornemannii,Conifer Roundhead,Poisonous,Strophariahornemannii1.JPG,http://www.mushroom.world/show?n=Stropharia-hornemannii,http://www.mushroom.world/data/fungi/Strophariahornemannii1.JPG
1,Stropharia hornemannii,Conifer Roundhead,Poisonous,Strophariahornemannii2.JPG,http://www.mushroom.world/show?n=Stropharia-hornemannii,http://www.mushroom.world/data/fungi/Strophariahornemannii2.JPG
2,Stropharia hornemannii,Conifer Roundhead,Poisonous,Strophariahornemannii3.JPG,http://www.mushroom.world/show?n=Stropharia-hornemannii,http://www.mushroom.world/data/fungi/Strophariahornemannii3.JPG
3,Stropharia hornemannii,Conifer Roundhead,Poisonous,Strophariahornemannii4.JPG,http://www.mushroom.world/show?n=Stropharia-hornemannii,http://www.mushroom.world/data/fungi/Strophariahornemannii4.JPG
4,Stropharia hornemannii,Conifer Roundhead,Poisonous,Strophariahornemannii5.JPG,http://www.mushroom.world/show?n=Stropharia-hornemannii,http://www.mushroom.world/data/fungi/Strophariahornemannii5.JPG
5,Stropharia hornemannii,Conifer Roundhead,Poisonous,Strophariahornemannii6.JPG,http://www.mushroom.world/show?n=Stropharia-hornemannii,http://www.mushroom.world/data/fungi/Strophariahornemannii6.JPG
0,Suillus bovinus,Cow mushroom,Edible,Suillusbovinus1.JPG,http://www.mushroom.world/show?n=Suillus-bovinus,http://www.mushroom.world/data/fungi/Suillusbovinus1.JPG
1,Suillus bovinus,Cow mushroom,Edible,Suillusbovinus2.JPG,http://www.mushroom.world/show?n=Suillus-bovinus,http://www.mushroom.world/data/fungi/Suillusbovinus2.JPG
2,Suillus bovinus,Cow mushroom,Edible,Suillusbovinus3.JPG,http://www.mushroom.world/show?n=Suillus-bovinus,http://www.mushroom.world/data/fungi/Suillusbovinus3.JPG
3,Suillus bovinus,Cow mushroom,Edible,Suillusbovinus4.JPG,http://www.mushroom.world/show?n=Suillus-bovinus,http://www.mushroom.world/data/fungi/Suillusbovinus4.JPG
4,Suillus bovinus,Cow mushroom,Edible,Suillusbovinus5.JPG,http://www.mushroom.world/show?n=Suillus-bovinus,http://www.mushroom.world/data/fungi/Suillusbovinus5.JPG
0,Suillus grevillei,Larch Bolete,Edible,Suillusgrevillei1.JPG,http://www.mushroom.world/show?n=Suillus-grevillei,http://www.mushroom.world/data/fungi/Suillusgrevillei1.JPG
1,Suillus grevillei,Larch Bolete,Edible,Suillusgrevillei2.JPG,http://www.mushroom.world/show?n=Suillus-grevillei,http://www.mushroom.world/data/fungi/Suillusgrevillei2.JPG
2,Suillus grevillei,Larch Bolete,Edible,Suillusgrevillei3.JPG,http://www.mushroom.world/show?n=Suillus-grevillei,http://www.mushroom.world/data/fungi/Suillusgrevillei3.JPG
3,Suillus grevillei,Larch Bolete,Edible,Suillusgrevillei4.JPG,http://www.mushroom.world/show?n=Suillus-grevillei,http://www.mushroom.world/data/fungi/Suillusgrevillei4.JPG
4,Suillus grevillei,Larch Bolete,Edible,Suillusgrevillei5.JPG,http://www.mushroom.world/show?n=Suillus-grevillei,http://www.mushroom.world/data/fungi/Suillusgrevillei5.JPG
5,Suillus grevillei,Larch Bolete,Edible,Suillusgrevillei6.JPG,http://www.mushroom.world/show?n=Suillus-grevillei,http://www.mushroom.world/data/fungi/Suillusgrevillei6.JPG
6,Suillus grevillei,Larch Bolete,Edible,Suillusgrevillei7.jpg,http://www.mushroom.world/show?n=Suillus-grevillei,http://www.mushroom.world/data/fungi/Suillusgrevillei7.jpg
0,Suillus luteus,Slippery Jack Bolete,Edible and good,Suillusluteus1.JPG,http://www.mushroom.world/show?n=Suillus-luteus,http://www.mushroom.world/data/fungi/Suillusluteus1.JPG
1,Suillus luteus,Slippery Jack Bolete,Edible and good,Suillusluteus2.JPG,http://www.mushroom.world/show?n=Suillus-luteus,http://www.mushroom.world/data/fungi/Suillusluteus2.JPG
2,Suillus luteus,Slippery Jack Bolete,Edible and good,Suillusluteus3.JPG,http://www.mushroom.world/show?n=Suillus-luteus,http://www.mushroom.world/data/fungi/Suillusluteus3.JPG
3,Suillus luteus,Slippery Jack Bolete,Edible and good,Suillusluteus4.JPG,http://www.mushroom.world/show?n=Suillus-luteus,http://www.mushroom.world/data/fungi/Suillusluteus4.JPG
4,Suillus luteus,Slippery Jack Bolete,Edible and good,Suillusluteus5.JPG,http://www.mushroom.world/show?n=Suillus-luteus,http://www.mushroom.world/data/fungi/Suillusluteus5.JPG
0,Suillus variegatus,Variegated Bolete,Edible,Suillusvariegatus1.JPG,http://www.mushroom.world/show?n=Suillus-variegatus,http://www.mushroom.world/data/fungi/Suillusvariegatus1.JPG
1,Suillus variegatus,Variegated Bolete,Edible,Suillusvariegatus2.JPG,http://www.mushroom.world/show?n=Suillus-variegatus,http://www.mushroom.world/data/fungi/Suillusvariegatus2.JPG
2,Suillus variegatus,Variegated Bolete,Edible,Suillusvariegatus3.JPG,http://www.mushroom.world/show?n=Suillus-variegatus,http://www.mushroom.world/data/fungi/Suillusvariegatus3.JPG
3,Suillus variegatus,Variegated Bolete,Edible,Suillusvariegatus4.JPG,http://www.mushroom.world/show?n=Suillus-variegatus,http://www.mushroom.world/data/fungi/Suillusvariegatus4.JPG
4,Suillus variegatus,Variegated Bolete,Edible,Suillusvariegatus5.JPG,http://www.mushroom.world/show?n=Suillus-variegatus,http://www.mushroom.world/data/fungi/Suillusvariegatus5.JPG
5,Suillus variegatus,Variegated Bolete,Edible,Suillusvariegatus6.jpg,http://www.mushroom.world/show?n=Suillus-variegatus,http://www.mushroom.world/data/fungi/Suillusvariegatus6.jpg
6,Suillus variegatus,Variegated Bolete,Edible,Suillusvariegatus7.jpg,http://www.mushroom.world/show?n=Suillus-variegatus,http://www.mushroom.world/data/fungi/Suillusvariegatus7.jpg
0,Tricholoma flavovirens,Edible Yellow Trich,Edible,Tricholomaflavovirens1.jpg,http://www.mushroom.world/show?n=Tricholoma-flavovirens,http://www.mushroom.world/data/fungi/Tricholomaflavovirens1.jpg
1,Tricholoma flavovirens,Edible Yellow Trich,Edible,Tricholomaflavovirens2.jpg,http://www.mushroom.world/show?n=Tricholoma-flavovirens,http://www.mushroom.world/data/fungi/Tricholomaflavovirens2.jpg
0,Tricholoma focale,Booted Knight,Inedible,Tricholomafocale1.JPG,http://www.mushroom.world/show?n=Tricholoma-focale,http://www.mushroom.world/data/fungi/Tricholomafocale1.JPG
1,Tricholoma focale,Booted Knight,Inedible,Tricholomafocale2.JPG,http://www.mushroom.world/show?n=Tricholoma-focale,http://www.mushroom.world/data/fungi/Tricholomafocale2.JPG
2,Tricholoma focale,Booted Knight,Inedible,Tricholomafocale3.JPG,http://www.mushroom.world/show?n=Tricholoma-focale,http://www.mushroom.world/data/fungi/Tricholomafocale3.JPG
3,Tricholoma focale,Booted Knight,Inedible,Tricholomafocale4.JPG,http://www.mushroom.world/show?n=Tricholoma-focale,http://www.mushroom.world/data/fungi/Tricholomafocale4.JPG
4,Tricholoma focale,Booted Knight,Inedible,Tricholomafocale5.JPG,http://www.mushroom.world/show?n=Tricholoma-focale,http://www.mushroom.world/data/fungi/Tricholomafocale5.JPG
0,Tricholoma saponaceum,Soapy Trich,Inedible,Tricholomasaponaceum1.jpg,http://www.mushroom.world/show?n=Tricholoma-saponaceum,http://www.mushroom.world/data/fungi/Tricholomasaponaceum1.jpg
1,Tricholoma saponaceum,Soapy Trich,Inedible,Tricholomasaponaceum2.jpg,http://www.mushroom.world/show?n=Tricholoma-saponaceum,http://www.mushroom.world/data/fungi/Tricholomasaponaceum2.jpg
0,Tricholoma sejunctum,False Edible Trich,Inedible,Tricholomasejunctum1.jpg,http://www.mushroom.world/show?n=Tricholoma-sejunctum,http://www.mushroom.world/data/fungi/Tricholomasejunctum1.jpg
1,Tricholoma sejunctum,False Edible Trich,Inedible,Tricholomasejunctum2.JPG,http://www.mushroom.world/show?n=Tricholoma-sejunctum,http://www.mushroom.world/data/fungi/Tricholomasejunctum2.JPG
2,Tricholoma sejunctum,False Edible Trich,Inedible,Tricholomasejunctum3.JPG,http://www.mushroom.world/show?n=Tricholoma-sejunctum,http://www.mushroom.world/data/fungi/Tricholomasejunctum3.JPG
3,Tricholoma sejunctum,False Edible Trich,Inedible,Tricholomasejunctum4.JPG,http://www.mushroom.world/show?n=Tricholoma-sejunctum,http://www.mushroom.world/data/fungi/Tricholomasejunctum4.JPG
0,Tricholomopsis decora,Prunes and Custard,Inedible,Tricholomopsisdecora1.JPG,http://www.mushroom.world/show?n=Tricholomopsis-decora,http://www.mushroom.world/data/fungi/Tricholomopsisdecora1.JPG
1,Tricholomopsis decora,Prunes and Custard,Inedible,Tricholomopsisdecora2.JPG,http://www.mushroom.world/show?n=Tricholomopsis-decora,http://www.mushroom.world/data/fungi/Tricholomopsisdecora2.JPG
2,Tricholomopsis decora,Prunes and Custard,Inedible,Tricholomopsisdecora3.JPG,http://www.mushroom.world/show?n=Tricholomopsis-decora,http://www.mushroom.world/data/fungi/Tricholomopsisdecora3.JPG
3,Tricholomopsis decora,Prunes and Custard,Inedible,Tricholomopsisdecora4.JPG,http://www.mushroom.world/show?n=Tricholomopsis-decora,http://www.mushroom.world/data/fungi/Tricholomopsisdecora4.JPG
0,Tricholomopsis rutilans,Plums and Custard,Inedible,Tricholomopsisrutilans1.JPG,http://www.mushroom.world/show?n=Tricholomopsis-rutilans,http://www.mushroom.world/data/fungi/Tricholomopsisrutilans1.JPG
1,Tricholomopsis rutilans,Plums and Custard,Inedible,Tricholomopsisrutilans2.JPG,http://www.mushroom.world/show?n=Tricholomopsis-rutilans,http://www.mushroom.world/data/fungi/Tricholomopsisrutilans2.JPG
2,Tricholomopsis rutilans,Plums and Custard,Inedible,Tricholomopsisrutilans3.JPG,http://www.mushroom.world/show?n=Tricholomopsis-rutilans,http://www.mushroom.world/data/fungi/Tricholomopsisrutilans3.JPG
3,Tricholomopsis rutilans,Plums and Custard,Inedible,Tricholomopsisrutilans4.JPG,http://www.mushroom.world/show?n=Tricholomopsis-rutilans,http://www.mushroom.world/data/fungi/Tricholomopsisrutilans4.JPG
4,Tricholomopsis rutilans,Plums and Custard,Inedible,Tricholomopsisrutilans5.JPG,http://www.mushroom.world/show?n=Tricholomopsis-rutilans,http://www.mushroom.world/data/fungi/Tricholomopsisrutilans5.JPG
0,Turbinellus floccosus,Scaly Chanterelle,Inedible,Turbinellusfloccosus1.jpg,http://www.mushroom.world/show?n=Turbinellus-floccosus,http://www.mushroom.world/data/fungi/Turbinellusfloccosus1.jpg
1,Turbinellus floccosus,Scaly Chanterelle,Inedible,Turbinellusfloccosus2.jpg,http://www.mushroom.world/show?n=Turbinellus-floccosus,http://www.mushroom.world/data/fungi/Turbinellusfloccosus2.jpg
0,Tylopilus felleus,Bitter Bolete,Inedible,Tylopilusfelleus1.JPG,http://www.mushroom.world/show?n=Tylopilus-felleus,http://www.mushroom.world/data/fungi/Tylopilusfelleus1.JPG
1,Tylopilus felleus,Bitter Bolete,Inedible,Tylopilusfelleus2.JPG,http://www.mushroom.world/show?n=Tylopilus-felleus,http://www.mushroom.world/data/fungi/Tylopilusfelleus2.JPG
2,Tylopilus felleus,Bitter Bolete,Inedible,Tylopilusfelleus3.JPG,http://www.mushroom.world/show?n=Tylopilus-felleus,http://www.mushroom.world/data/fungi/Tylopilusfelleus3.JPG
3,Tylopilus felleus,Bitter Bolete,Inedible,Tylopilusfelleus4.JPG,http://www.mushroom.world/show?n=Tylopilus-felleus,http://www.mushroom.world/data/fungi/Tylopilusfelleus4.JPG
4,Tylopilus felleus,Bitter Bolete,Inedible,Tylopilusfelleus5.JPG,http://www.mushroom.world/show?n=Tylopilus-felleus,http://www.mushroom.world/data/fungi/Tylopilusfelleus5.JPG
5,Tylopilus felleus,Bitter Bolete,Inedible,Tylopilusfelleus6.JPG,http://www.mushroom.world/show?n=Tylopilus-felleus,http://www.mushroom.world/data/fungi/Tylopilusfelleus6.JPG
6,Tylopilus felleus,Bitter Bolete,Inedible,Tylopilusfelleus7.JPG,http://www.mushroom.world/show?n=Tylopilus-felleus,http://www.mushroom.world/data/fungi/Tylopilusfelleus7.JPG
